"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"0800","133","209","34.0","4060.0","405.0","3193.0","462.0","71","60","2","32376.0","207,209","48.4"
"0810","3925","10159","36.7","28440.0","20756.0","6175.0","1509.0","3730","193","2","198075.0","1,267,682","297.7"
"0812","2165","6486","31.9","14685.0","11573.0","2647.0","465.0","2071","92","2","101247.0","647,978","151.9"
"0820","1397","5635","20.9","25337.0","7332.0","8123.0","9882.0","1175","217","5","188975.0","1,209,440","286.2"
"0822","1180","9332","9.9","19756.0","6003.0","7419.0","6334.0","927","242","11","140603.0","899,862","214.0"
"0828","375","613","47.6","5085.0","1862.0","3223.0","0.0","292","83","0","58001.0","371,208","88.4"
"0829","42","346","6.1","1142.0","149.0","993.0","0.0","21","21","0","53328.0","341,300","80.8"
"0830","2375","6006","37.4","18759.0","12575.0","3488.0","2696.0","2244","125","6","123408.0","789,812","185.2"
"0832","2943","7878","36.0","19126.0","16567.0","2169.0","390.0","2835","107","1","86298.0","552,306","129.5"
"0834","297","822","33.2","2371.0","1930.0","441.0","0.0","273","24","0","20441.0","130,821","30.7"
"0835","576","1311","40.6","4264.0","3228.0","1036.0","0.0","532","44","0","41918.0","268,277","62.9"
"0836","1401","3085","41.9","10377.0","8507.0","1870.0","0.0","1292","109","0","79945.0","511,646","120.0"
"0837","70","260","24.2","13156.0","419.0","232.0","12505.0","63","6","1","8113.0","51,925","12.3"
"0838","145","396","32.6","1351.0","866.0","485.0","0.0","129","16","0","9796.0","62,696","14.7"
"0839","35","424","5.0","1244.0","128.0","639.0","477.0","21","12","2","4218.0","26,996","6.3"
"0840","133","445","29.2","870.0","825.0","45.0","0.0","130","3","0","6546.0","41,892","9.8"
"0841","91","328","23.2","999.0","529.0","470.0","0.0","76","15","0","9994.0","63,963","15.2"
"0845","85","283","24.0","25744.0","349.0","348.0","25047.0","68","15","2","7270.0","46,528","11.1"
"0846","54","265","18.5","359.0","255.0","104.0","0.0","49","5","0","0.0","0","0.0"
"0847","24","283","7.4","283.0","125.0","158.0","0.0","21","3","0","0.0","0","0.0"
"0850","934","3326","25.2","42234.0","4709.0","3494.0","34031.0","839","93","2","77527.0","496,170","123.1"
"0852","319","3385","6.3","5340.0","1160.0","3086.0","1094.0","214","102","3","8261.0","52,870","12.8"
"0853","2","190","0.5","53.0","3.0","50.0","0.0","1","1","0","14440.0","92,418","22.8"
"0854","18","339","3.2","249.0","60.0","189.0","0.0","11","7","0","5539.0","35,452","8.7"
"0860","158","1225","11.4","1210.0","732.0","478.0","0.0","140","18","0","29800.0","190,721","48.9"
"0862","60","735","5.0","608.0","201.0","407.0","0.0","37","23","0","0.0","0","0.0"
"0870","2917","9349","29.1","21462.0","13170.0","6448.0","1844.0","2718","193","6","179322.0","1,147,661","294.6"
"0872","287","5185","3.4","8033.0","857.0","2875.0","4301.0","176","100","11","734.0","4,696","1.2"
"0873","163","1939","7.6","1574.0","934.0","342.0","298.0","148","14","1","32502.0","208,015","53.1"
"0874","24","315","7.0","187.0","134.0","53.0","0.0","22","2","0","3646.0","23,336","6.0"
"0875","172","1033","15.8","1191.0","939.0","252.0","0.0","163","9","0","13650.0","87,362","22.3"
"0880","35","1694","1.2","1062.0","80.0","547.0","435.0","20","14","1","0.0","0","0.0"
"0885","25","348","2.0","785.0","44.0","741.0","0.0","7","18","0","0.0","0","0.0"
"0886","12","620","0.6","8622.0","21.0","151.0","8450.0","4","7","1","10849.0","69,436","16.6"
"2000","69","821","2.9","2860.0","100.0","1596.0","1164.0","24","41","4","56265.0","360,097","72.1"
"2007","34","288","7.6","473.0","87.0","386.0","0.0","22","12","0","16683.0","106,772","21.4"
"2008","111","1258","6.8","1075.0","324.0","751.0","0.0","85","26","0","19225.0","123,041","24.7"
"2009","33","704","2.3","1749.0","62.0","732.0","955.0","16","14","3","18489.0","118,330","23.8"
"2010","258","4222","5.0","2047.0","851.0","1196.0","0.0","211","47","0","55246.0","353,576","71.1"
"2011","64","1664","2.2","982.0","135.0","847.0","0.0","36","28","0","27559.0","176,379","35.7"
"2015","354","1882","12.6","7485.0","1028.0","4935.0","1522.0","237","113","4","111985.0","716,707","144.7"
"2016","185","2135","7.5","1500.0","632.0","584.0","284.0","161","23","1","25204.0","161,303","32.4"
"2017","129","1294","7.0","1779.0","385.0","1394.0","0.0","91","38","0","38899.0","248,954","50.0"
"2018","567","2799","17.3","3892.0","2330.0","1562.0","0.0","484","83","0","55474.0","355,036","71.4"
"2019","582","2442","18.1","6199.0","2139.0","4060.0","0.0","442","140","0","111059.0","710,774","145.9"
"2020","498","2236","18.7","5798.0","1948.0","2340.0","1510.0","418","77","3","89051.0","569,928","113.3"
"2021","332","4536","6.4","2298.0","1300.0","998.0","0.0","290","42","0","40176.0","257,127","51.8"
"2022","400","2575","14.0","2369.0","1708.0","661.0","0.0","360","40","0","33800.0","216,322","43.5"
"2023","386","1713","15.1","3291.0","1449.0","1842.0","0.0","259","127","0","32095.0","205,406","41.4"
"2024","560","2213","21.1","4161.0","2308.0","1853.0","0.0","467","93","0","27898.0","178,548","35.9"
"2025","198","1730","9.5","1401.0","838.0","563.0","0.0","165","33","0","20893.0","133,716","26.9"
"2026","863","3876","19.1","5425.0","3675.0","1750.0","0.0","739","124","0","61928.0","396,340","79.8"
"2027","114","826","10.0","972.0","418.0","554.0","0.0","83","31","0","18381.0","117,640","23.7"
"2028","90","596","10.9","853.0","351.0","502.0","0.0","65","25","0","13647.0","87,338","17.6"
"2029","277","1325","15.5","2106.0","1101.0","1005.0","0.0","206","71","0","26894.0","172,120","34.6"
"2030","696","3521","14.4","5631.0","2709.0","2922.0","0.0","507","189","0","52119.0","333,559","67.3"
"2031","1037","5215","17.5","6729.0","4468.0","2261.0","0.0","911","126","0","92295.0","590,691","119.1"
"2032","588","3206","15.8","3916.0","2572.0","1344.0","0.0","506","82","0","41528.0","265,780","53.5"
"2033","306","1415","17.5","2525.0","1285.0","852.0","388.0","247","56","3","39241.0","251,141","50.5"
"2034","704","2669","22.1","4500.0","2978.0","1522.0","0.0","589","115","0","44349.0","283,832","57.1"
"2035","1698","7769","18.6","10997.0","6887.0","4110.0","0.0","1443","255","0","99434.0","636,380","128.1"
"2036","1891","7006","22.6","13221.0","7897.0","5089.0","235.0","1586","304","1","144448.0","924,466","187.8"
"2037","386","4739","7.4","2338.0","1477.0","861.0","0.0","350","36","0","39238.0","251,120","50.5"
"2038","492","3039","15.5","2371.0","2026.0","345.0","0.0","471","21","0","31250.0","200,002","40.4"
"2039","367","2633","13.2","1943.0","1502.0","441.0","0.0","347","20","0","24977.0","159,851","32.4"
"2040","1222","7273","15.4","7381.0","5067.0","2314.0","0.0","1118","104","0","82259.0","526,460","106.3"
"2041","685","4854","13.2","3527.0","2774.0","753.0","0.0","642","43","0","37098.0","237,430","47.8"
"2042","731","5665","12.1","3790.0","2828.0","962.0","0.0","685","46","0","46923.0","300,310","60.4"
"2043","186","1835","9.4","1021.0","700.0","321.0","0.0","173","13","0","16899.0","108,152","21.7"
"2044","575","2752","18.6","4765.0","2241.0","1534.0","990.0","512","62","1","57432.0","367,562","74.8"
"2045","459","2171","17.3","3622.0","2143.0","1479.0","0.0","376","83","0","35743.0","228,753","46.0"
"2046","1309","6610","16.3","8865.0","5265.0","3600.0","0.0","1079","230","0","89524.0","572,951","115.6"
"2047","448","2272","16.8","2869.0","1906.0","963.0","0.0","382","66","0","34940.0","223,615","45.0"
"2048","343","2120","14.9","2181.0","1459.0","722.0","0.0","316","27","0","25607.0","163,884","33.0"
"2049","510","2637","17.7","3010.0","2113.0","897.0","0.0","468","42","0","36567.0","234,029","47.1"
"2050","202","1168","14.4","1865.0","649.0","1216.0","0.0","168","34","0","29015.0","185,698","37.4"
"2060","267","2454","8.8","2463.0","945.0","1238.0","280.0","216","50","1","37266.0","238,500","48.1"
"2061","34","301","8.6","288.0","116.0","172.0","0.0","26","8","0","9251.0","59,204","11.9"
"2062","241","1392","15.7","1425.0","1103.0","322.0","0.0","218","23","0","16051.0","102,724","20.7"
"2063","600","1983","23.2","4424.0","2341.0","2083.0","0.0","460","140","0","27190.0","174,013","35.0"
"2064","376","1281","22.2","4378.0","1442.0","2406.0","530.0","284","91","1","50149.0","320,953","65.8"
"2065","926","4746","16.7","6415.0","3675.0","2410.0","330.0","792","132","2","81120.0","519,167","104.7"
"2066","1937","6443","23.8","14667.0","7651.0","6677.0","339.0","1533","402","2","100326.0","642,085","130.0"
"2067","938","3948","20.2","6595.0","3747.0","2264.0","584.0","797","139","2","74471.0","476,615","96.3"
"2068","1339","5299","21.0","8876.0","5798.0","3078.0","0.0","1111","228","0","66930.0","428,355","86.2"
"2069","1141","4118","21.4","8342.0","4567.0","3775.0","0.0","883","258","0","67385.0","431,262","86.9"
"2070","1027","3371","23.5","7450.0","4166.0","3284.0","0.0","793","234","0","57358.0","367,091","74.0"
"2071","935","3313","20.5","7087.0","3542.0","3545.0","0.0","678","257","0","54334.0","347,736","70.0"
"2072","399","1693","17.2","3230.0","1445.0","1785.0","0.0","291","108","0","31217.0","199,789","40.2"
"2073","1293","4872","20.5","10199.0","5369.0","4050.0","780.0","998","292","3","74899.0","479,353","96.4"
"2074","1887","6518","22.6","13103.0","7503.0","5600.0","0.0","1476","411","0","104607.0","669,482","134.5"
"2075","1699","6481","19.8","12971.0","7128.0","5843.0","0.0","1280","419","0","94073.0","602,068","121.2"
"2076","1841","7448","19.4","13609.0","7145.0","6105.0","359.0","1442","397","2","111816.0","715,620","144.0"
"2077","2192","7658","23.8","15995.0","8779.0","5618.0","1598.0","1824","364","4","143336.0","917,348","185.0"
"2079","792","2440","27.4","4840.0","3349.0","1491.0","0.0","669","123","0","29769.0","190,524","38.3"
"2080","221","612","28.8","1735.0","830.0","905.0","0.0","176","45","0","19419.0","124,281","25.5"
"2081","754","1883","35.6","4153.0","3083.0","1070.0","0.0","670","84","0","22743.0","145,553","29.4"
"2082","775","1858","37.2","4363.0","3204.0","1159.0","0.0","691","84","0","23898.0","152,947","30.8"
"2083","249","883","23.9","1514.0","902.0","612.0","0.0","211","38","0","11829.0","75,704","15.3"
"2084","442","1161","28.4","3777.0","1724.0","2053.0","0.0","330","112","0","37406.0","239,397","48.4"
"2085","1381","4316","26.8","9245.0","5677.0","3568.0","0.0","1155","226","0","61073.0","390,867","78.7"
"2086","1374","4349","26.3","9058.0","5584.0","3474.0","0.0","1144","230","0","65602.0","419,854","84.5"
"2087","1293","4317","24.6","8216.0","5138.0","3078.0","0.0","1062","231","0","56992.0","364,751","73.5"
"2088","1211","6085","15.3","9127.0","4756.0","4371.0","0.0","928","283","0","97321.0","622,852","125.4"
"2089","151","1167","10.7","1111.0","605.0","506.0","0.0","125","26","0","23646.0","151,337","30.5"
"2090","302","1867","13.8","1837.0","1186.0","651.0","0.0","257","45","0","28624.0","183,193","36.9"
"2092","666","2451","21.3","4805.0","2633.0","2172.0","0.0","523","143","0","28914.0","185,047","37.3"
"2093","1677","6188","22.3","11525.0","6981.0","4544.0","0.0","1379","298","0","76278.0","488,182","98.4"
"2094","289","1375","18.6","1775.0","1280.0","495.0","0.0","256","33","0","14438.0","92,405","18.6"
"2095","494","1733","24.3","3389.0","2128.0","1261.0","0.0","421","73","0","42011.0","268,868","54.2"
"2096","902","2950","25.3","5683.0","3704.0","1979.0","0.0","746","156","0","36039.0","230,647","46.5"
"2097","1243","3944","26.9","7587.0","5139.0","2448.0","0.0","1059","184","0","50814.0","325,208","65.5"
"2099","2275","7978","23.9","14692.0","9136.0","5427.0","129.0","1905","369","1","121618.0","778,353","157.3"
"2100","1969","6137","25.8","15108.0","7801.0","6874.0","433.0","1585","382","2","130330.0","834,111","169.5"
"2101","1282","4916","21.3","8309.0","4861.0","3448.0","0.0","1049","233","0","83974.0","537,436","108.2"
"2102","741","2064","31.1","4933.0","3031.0","1902.0","0.0","642","99","0","39911.0","255,431","51.7"
"2103","871","3043","22.4","6745.0","3420.0","3325.0","0.0","683","188","0","56117.0","359,147","72.7"
"2104","318","1898","12.3","2426.0","1140.0","1286.0","0.0","233","85","0","19304.0","123,544","24.9"
"2105","157","1041","12.1","1105.0","611.0","494.0","0.0","126","31","0","7940.0","50,817","10.3"
"2106","619","2812","17.3","4191.0","2394.0","1797.0","0.0","486","133","0","37801.0","241,929","48.8"
"2107","1196","5130","18.8","8141.0","4935.0","3206.0","0.0","966","230","0","66700.0","426,883","86.2"
"2108","177","1242","11.0","1212.0","703.0","509.0","0.0","137","40","0","18828.0","120,498","24.3"
"2109","1","251","0.0","21.0","0.0","21.0","0.0","0","1","0","0.0","0","0.0"
"2110","614","2838","17.0","4355.0","2477.0","1878.0","0.0","483","131","0","40698.0","260,466","52.4"
"2111","942","4256","17.9","6861.0","3796.0","2705.0","360.0","762","179","1","58567.0","374,831","75.7"
"2112","1950","8339","19.5","13181.0","7870.0","5011.0","300.0","1625","324","1","110888.0","709,680","142.7"
"2113","1387","5221","21.7","13188.0","5595.0","6380.0","1213.0","1132","250","5","115638.0","740,082","148.8"
"2114","1281","5274","20.5","8597.0","4994.0","3339.0","264.0","1082","198","1","85572.0","547,658","110.8"
"2115","829","4227","16.6","5271.0","3452.0","1819.0","0.0","702","127","0","40581.0","259,721","52.4"
"2116","477","2725","13.5","5574.0","1728.0","2647.0","1199.0","367","107","3","68152.0","436,175","89.7"
"2117","1453","8012","15.1","9527.0","5908.0","3619.0","0.0","1210","243","0","65214.0","417,369","83.9"
"2118","2217","6713","27.9","12782.0","8276.0","4506.0","0.0","1876","341","0","89403.0","572,181","115.0"
"2119","1032","3778","22.4","6643.0","4222.0","2421.0","0.0","847","185","0","44517.0","284,909","57.3"
"2120","1835","6884","22.1","12573.0","7584.0","4989.0","0.0","1521","314","0","87458.0","559,734","112.9"
"2121","2137","7533","24.4","12672.0","8672.0","4000.0","0.0","1841","296","0","98088.0","627,764","126.2"
"2122","1969","10106","16.9","11390.0","7327.0","4063.0","0.0","1708","261","0","100212.0","641,354","129.0"
"2125","2253","5476","32.6","14523.0","8622.0","5901.0","0.0","1787","466","0","75949.0","486,074","97.7"
"2126","2433","5911","35.4","14204.0","9801.0","4403.0","0.0","2092","341","0","74935.0","479,583","96.4"
"2127","178","1153","12.2","2863.0","783.0","1818.0","262.0","141","35","2","55536.0","355,428","71.3"
"2128","193","723","12.2","4707.0","407.0","3904.0","396.0","88","103","2","77746.0","497,576","103.1"
"2130","259","1170","19.8","1692.0","1135.0","557.0","0.0","232","27","0","22315.0","142,817","28.8"
"2131","661","3044","19.3","4156.0","2521.0","1635.0","0.0","587","74","0","58298.0","373,106","75.1"
"2132","577","2784","18.2","3764.0","2298.0","1216.0","250.0","508","68","1","39496.0","252,775","50.9"
"2133","580","3251","15.4","3385.0","2383.0","1002.0","0.0","502","78","0","36563.0","234,003","47.1"
"2134","452","2240","16.8","2977.0","1618.0","1359.0","0.0","377","75","0","43842.0","280,591","56.4"
"2135","1285","4686","20.5","10090.0","4679.0","5411.0","0.0","961","324","0","81996.0","524,771","105.7"
"2136","444","2000","17.8","3975.0","1659.0","2096.0","220.0","355","88","1","48260.0","308,863","63.1"
"2137","1405","6138","18.6","9799.0","5555.0","4045.0","199.0","1140","264","1","91310.0","584,384","117.7"
"2138","631","2424","22.1","5977.0","2570.0","1944.0","1463.0","535","94","2","54229.0","347,064","70.0"
"2140","280","1213","17.7","7109.0","926.0","1785.0","4398.0","215","60","5","63818.0","408,436","82.8"
"2141","1831","7176","22.5","11767.0","6830.0","4497.0","440.0","1617","212","2","141278.0","904,181","182.9"
"2142","1122","5715","16.2","9399.0","4091.0","4523.0","785.0","924","195","3","150307.0","961,964","196.3"
"2143","692","2558","23.1","4557.0","2624.0","1933.0","0.0","591","101","0","55944.0","358,041","72.9"
"2144","1657","6822","19.5","13165.0","5813.0","7091.0","261.0","1333","323","1","146761.0","939,271","190.4"
"2145","6555","21936","25.3","43961.0","25043.0","17072.0","1846.0","5557","991","7","361482.0","2,313,488","468.8"
"2146","1857","5874","28.4","10934.0","7586.0","2813.0","535.0","1669","187","1","66047.0","422,704","85.1"
"2147","4432","13686","28.3","28005.0","17301.0","9858.0","846.0","3875","553","4","217098.0","1,389,429","281.8"
"2148","6657","20233","28.8","47797.0","25983.0","18602.0","3212.0","5836","812","9","417923.0","2,674,710","543.2"
"2150","402","2482","12.7","4016.0","1483.0","2533.0","0.0","316","86","0","80409.0","514,619","103.5"
"2151","1402","5000","22.3","10732.0","5368.0","4795.0","569.0","1114","285","3","92158.0","589,813","119.1"
"2152","826","3348","20.8","6136.0","3234.0","2172.0","730.0","698","126","2","55812.0","357,196","72.4"
"2153","7488","18217","34.0","48509.0","29190.0","17896.0","1423.0","6201","1283","4","271214.0","1,735,770","349.2"
"2154","4589","12259","30.1","31842.0","17882.0","13310.0","650.0","3687","901","1","218704.0","1,399,707","282.5"
"2155","11481","20792","43.6","81971.0","48418.0","32627.0","926.0","9075","2403","3","269226.0","1,723,049","346.7"
